Dataset,Solver,WarmStart,C,Rho,Method,Seed,Objective,Accuracy,AUC,F1,ScreeningRate,Time,ScreenTime,Iterations,Status
phishing,CVXOPT,False,0.1,0.05,Baseline,19,102.73780544,0.92311171,0.98068602,0.93307087,0.0,15.76534629,0.0,9475,SUCCESS
phishing,CVXOPT,False,0.1,0.05,Screening,19,102.737807,0.92311171,0.98068602,0.93307087,0.84409894,0.94633198,0.01493692,2650,SUCCESS
phishing,CVXOPT,False,0.01,0.0,Baseline,20,11.15810593,0.93532338,0.98345588,0.94254721,0.0,3.04543662,0.0,2050,SUCCESS
phishing,CVXOPT,False,0.01,0.0,Screening,20,11.15810591,0.93532338,0.98345422,0.94254721,0.81526502,2.22770452,0.03311872,4400,SUCCESS
phishing,CVXOPT,False,0.01,0.05,Baseline,20,11.98505394,0.93125283,0.98306048,0.93934557,0.0,2.56476212,0.0,1650,SUCCESS
phishing,CVXOPT,False,0.01,0.05,Screening,20,11.98505389,0.93125283,0.98306048,0.93934557,0.80409894,1.10871482,0.01420093,2725,SUCCESS
phishing,CVXOPT,False,0.05,0.0,Baseline,20,51.46687038,0.93441882,0.98456498,0.94206952,0.0,13.60212016,0.0,8050,SUCCESS
phishing,CVXOPT,False,0.05,0.0,Screening,20,51.4668703,0.93441882,0.98456995,0.94206952,0.83787986,2.29964805,0.01359153,6000,SUCCESS
phishing,CVXOPT,False,0.05,0.05,Baseline,20,55.86043295,0.93396653,0.98380485,0.94169329,0.0,5.98846006,0.0,3975,SUCCESS
phishing,CVXOPT,False,0.05,0.05,Screening,20,55.86043088,0.93396653,0.98380485,0.94169329,0.8244523,1.30147696,0.01377249,4000,SUCCESS
phishing,CVXOPT,False,0.1,0.0,Baseline,20,101.50172241,0.93441882,0.98489572,0.94211577,0.0,19.06566477,0.0,11125,SUCCESS
phishing,CVXOPT,False,0.1,0.0,Screening,20,101.50171968,0.93441882,0.98489406,0.94211577,0.8419788,1.66072297,0.01398063,6550,SUCCESS
phishing,CVXOPT,False,0.1,0.05,Baseline,20,110.442127,0.93351425,0.9840527,0.94122351,0.0,28.78623414,0.0,17150,SUCCESS
phishing,CVXOPT,False,0.1,0.05,Screening,20,110.44212642,0.93351425,0.98405602,0.94122351,0.83180212,1.39142823,0.01390266,4700,SUCCESS
phishing,CVXOPT,False,0.01,0.0,Baseline,21,11.18669112,0.93848937,0.98558207,0.94439902,0.0,4.90136313,0.0,2250,SUCCESS
phishing,CVXOPT,False,0.01,0.0,Screening,21,11.18669116,0.93848937,0.98558539,0.94439902,0.81964664,1.60930157,0.01468253,5475,SUCCESS
phishing,CVXOPT,False,0.01,0.05,Baseline,21,12.05602747,0.93713252,0.98546768,0.94415428,0.0,3.08128858,0.0,2025,SUCCESS
phishing,CVXOPT,False,0.01,0.05,Screening,21,12.05602778,0.93713252,0.98546519,0.94415428,0.80989399,2.19924545,0.01919127,4200,SUCCESS
phishing,CVXOPT,False,0.05,0.0,Baseline,21,51.20621169,0.93577567,0.98566828,0.94165982,0.0,8.22458005,0.0,5875,SUCCESS
phishing,CVXOPT,False,0.05,0.0,Screening,21,51.20621202,0.93577567,0.98566745,0.94165982,0.84070671,2.48014832,0.03292346,5775,SUCCESS
phishing,CVXOPT,False,0.05,0.05,Baseline,21,55.82908788,0.93939394,0.98552902,0.94517185,0.0,23.05928326,0.0,14625,SUCCESS
phishing,CVXOPT,False,0.05,0.05,Screening,21,55.8290885,0.93939394,0.98552902,0.94517185,0.8244523,1.70721889,0.02147865,3375,SUCCESS
phishing,CVXOPT,False,0.1,0.0,Baseline,21,100.77752861,0.93668024,0.98571884,0.94257588,0.0,32.32341766,0.0,19925,SUCCESS
phishing,CVXOPT,False,0.1,0.0,Screening,21,100.77753032,0.93668024,0.98572133,0.94257588,0.84480565,1.83749557,0.01398325,7325,SUCCESS
phishing,CVXOPT,False,0.1,0.05,Baseline,21,110.27543947,0.93894166,0.9855572,0.94487546,0.0,13.81819749,0.0,8125,SUCCESS
phishing,CVXOPT,False,0.1,0.05,Screening,21,110.27543715,0.93894166,0.98555969,0.94487546,0.82855124,1.22727942,0.01434302,3800,SUCCESS
phishing,CVXOPT,False,0.01,0.0,Baseline,22,11.05329407,0.93713252,0.98378662,0.94437775,0.0,5.84217978,0.0,2500,SUCCESS
phishing,CVXOPT,False,0.01,0.0,Screening,22,11.05329426,0.93713252,0.98379242,0.94437775,0.81766784,1.69816017,0.01397419,5775,SUCCESS
phishing,CVXOPT,False,0.01,0.05,Baseline,22,11.91461363,0.9375848,0.98360425,0.94493216,0.0,3.04229045,0.0,2000,SUCCESS
phishing,CVXOPT,False,0.01,0.05,Screening,22,11.91461325,0.9375848,0.98360674,0.94493216,0.804947,2.07796884,0.03387737,3575,SUCCESS
phishing,CVXOPT,False,0.05,0.0,Baseline,22,50.74207139,0.93848937,0.98412896,0.9456869,0.0,4.32672668,0.0,3000,SUCCESS
phishing,CVXOPT,False,0.05,0.0,Screening,22,50.74206869,0.93848937,0.9841414,0.9456869,0.84042403,1.32253075,0.01380539,4725,SUCCESS
phishing,CVXOPT,False,0.05,0.05,Baseline,22,55.1985942,0.93848937,0.98387117,0.94533762,0.0,7.15809274,0.0,3350,SUCCESS
phishing,CVXOPT,False,0.05,0.05,Screening,22,55.1985943,0.93848937,0.98387034,0.94533762,0.83067138,1.06617403,0.0141387,2875,SUCCESS
phishing,CVXOPT,False,0.1,0.0,Baseline,22,99.94020591,0.93532338,0.98402866,0.94394355,0.0,12.32392049,0.0,7225,SUCCESS
phishing,CVXOPT,False,0.1,0.0,Screening,22,99.94020419,0.93532338,0.98402701,0.94394355,0.84381625,1.45594716,0.01445699,5600,SUCCESS
phishing,CVXOPT,False,0.1,0.05,Baseline,22,109.06326164,0.93803709,0.98393748,0.94500201,0.0,12.503124,0.0,7200,SUCCESS
phishing,CVXOPT,False,0.1,0.05,Screening,22,109.06326107,0.93803709,0.98393665,0.94500201,0.83208481,1.10760164,0.02118254,3275,SUCCESS
phishing,CVXOPT,False,0.01,0.0,Baseline,23,11.40853165,0.94979647,0.98921153,0.95507892,0.0,3.94332242,0.0,1550,SUCCESS
phishing,CVXOPT,False,0.01,0.0,Screening,23,11.40853158,0.94979647,0.98920904,0.95507892,0.81272085,1.65574479,0.01450801,5425,SUCCESS
phishing,CVXOPT,False,0.01,0.05,Baseline,23,12.26505667,0.95024876,0.98937897,0.95506536,0.0,2.27551961,0.0,1450,SUCCESS
phishing,CVXOPT,False,0.01,0.05,Screening,23,12.26505639,0.95024876,0.98937897,0.95506536,0.79985866,2.16805887,0.01678348,4125,SUCCESS
phishing,CVXOPT,False,0.05,0.0,Baseline,23,52.66510614,0.94753505,0.98967655,0.95303644,0.0,4.84538221,0.0,3225,SUCCESS
phishing,CVXOPT,False,0.05,0.0,Screening,23,52.6651017,0.94753505,0.98967738,0.95303644,0.83448763,1.12313485,0.01443553,3625,SUCCESS
phishing,CVXOPT,False,0.05,0.05,Baseline,23,57.21546622,0.95115332,0.98943616,0.95616883,0.0,8.72490931,0.0,4475,SUCCESS
phishing,CVXOPT,False,0.05,0.05,Screening,23,57.21546604,0.95115332,0.98943616,0.95616883,0.82798587,1.17784452,0.01451182,3475,SUCCESS
phishing,CVXOPT,False,0.1,0.0,Baseline,23,103.85857073,0.9488919,0.98969976,0.95452716,0.0,28.61613822,0.0,17450,SUCCESS
phishing,CVXOPT,False,0.1,0.0,Screening,23,103.85857472,0.9488919,0.98969976,0.95452716,0.83547703,1.88200331,0.0142076,7400,SUCCESS
phishing,CVXOPT,False,0.1,0.05,Baseline,23,113.148068,0.94979647,0.98956216,0.95478615,0.0,10.34313226,0.0,5625,SUCCESS
phishing,CVXOPT,False,0.1,0.05,Screening,23,113.1480653,0.94979647,0.98956299,0.95478615,0.82657244,1.21722317,0.01436543,3600,SUCCESS
phishing,CVXOPT,False,0.01,0.0,Baseline,24,11.39085153,0.9375848,0.98615072,0.94488818,0.0,3.91336679,0.0,1700,SUCCESS
phishing,CVXOPT,False,0.01,0.0,Screening,24,11.39085137,0.9375848,0.98615154,0.94488818,0.81413428,1.31952119,0.01404119,4100,SUCCESS
phishing,CVXOPT,False,0.01,0.05,Baseline,24,12.25869002,0.93622795,0.98584982,0.94316808,0.0,3.33409929,0.0,2250,SUCCESS
phishing,CVXOPT,False,0.01,0.05,Screening,24,12.25869016,0.93622795,0.98585064,0.94316808,0.80367491,1.83724737,0.01418471,4200,SUCCESS
phishing,CVXOPT,False,0.05,0.0,Baseline,24,52.29454491,0.94029851,0.98649721,0.94638505,0.0,4.08169222,0.0,2825,SUCCESS
phishing,CVXOPT,False,0.05,0.0,Screening,24,52.29454251,0.94029851,0.98649058,0.94638505,0.83491166,1.96818972,0.0144496,7875,SUCCESS
phishing,CVXOPT,False,0.05,0.05,Baseline,24,57.00479998,0.93532338,0.98637618,0.94259334,0.0,11.63610005,0.0,6725,SUCCESS
phishing,CVXOPT,False,0.05,0.05,Screening,24,57.00480069,0.93532338,0.98637535,0.94259334,0.82303887,1.19216061,0.01462436,3500,SUCCESS
phishing,CVXOPT,False,0.1,0.0,Baseline,24,102.93401944,0.93668024,0.98659005,0.94408946,0.0,7.21292329,0.0,4375,SUCCESS
phishing,CVXOPT,False,0.1,0.0,Screening,24,102.93401774,0.93668024,0.98659005,0.94408946,0.84240283,1.7526207,0.01397848,7125,SUCCESS
phishing,CVXOPT,False,0.1,0.05,Baseline,24,112.63668843,0.93894166,0.98639608,0.94536625,0.0,23.06758714,0.0,13350,SUCCESS
phishing,CVXOPT,False,0.1,0.05,Screening,24,112.63668097,0.93894166,0.98638696,0.94536625,0.82190813,1.13499904,0.01440263,3225,SUCCESS
phishing,CVXOPT,False,0.01,0.0,Baseline,25,11.30816859,0.94663048,0.98696141,0.95238095,0.0,2.72976518,0.0,1850,SUCCESS
phishing,CVXOPT,False,0.01,0.0,Screening,25,11.30816855,0.94663048,0.98696141,0.95238095,0.81257951,2.11178493,0.03510356,4100,SUCCESS
phishing,CVXOPT,False,0.01,0.05,Baseline,25,12.16841361,0.94527363,0.98674174,0.95115059,0.0,3.05327082,0.0,2025,SUCCESS
phishing,CVXOPT,False,0.01,0.05,Screening,25,12.16841338,0.94527363,0.98674174,0.95115059,0.80084806,1.40374851,0.02020073,3850,SUCCESS
phishing,CVXOPT,False,0.05,0.0,Baseline,25,52.10041462,0.9461782,0.98719268,0.95168494,0.0,9.48534799,0.0,5000,SUCCESS
phishing,CVXOPT,False,0.05,0.0,Screening,25,52.10041176,0.9461782,0.98717527,0.95168494,0.83137809,1.34930325,0.01914978,4475,SUCCESS
phishing,CVXOPT,False,0.05,0.05,Baseline,25,56.64391028,0.94708277,0.98693902,0.9525355,0.0,8.8744967,0.0,4425,SUCCESS
phishing,CVXOPT,False,0.05,0.05,Screening,25,56.64390859,0.94708277,0.98693902,0.9525355,0.81837456,1.20734954,0.01909208,3400,SUCCESS
phishing,CVXOPT,False,0.1,0.0,Baseline,25,102.67567744,0.94753505,0.98741317,0.95280716,0.0,7.00735521,0.0,3475,SUCCESS
phishing,CVXOPT,False,0.1,0.0,Screening,25,102.67567514,0.94753505,0.98741317,0.95280716,0.83689046,1.8803556,0.01892471,7425,SUCCESS
phishing,CVXOPT,False,0.1,0.05,Baseline,25,112.00876008,0.94572592,0.98692991,0.95114007,0.0,18.87617135,0.0,11575,SUCCESS
phishing,CVXOPT,False,0.1,0.05,Screening,25,112.00876309,0.94572592,0.98693073,0.95114007,0.82190813,1.90200448,0.04514098,3325,SUCCESS
phishing,CVXOPT,False,0.01,0.0,Baseline,26,11.35103563,0.94663048,0.98770081,0.95264848,0.0,4.18112493,0.0,2775,SUCCESS
phishing,CVXOPT,False,0.01,0.0,Screening,26,11.35103496,0.94663048,0.98770247,0.95264848,0.81144876,1.88994002,0.0140028,6450,SUCCESS
phishing,CVXOPT,False,0.01,0.05,Baseline,26,12.22168924,0.94798734,0.98755657,0.95375955,0.0,5.73921514,0.0,2350,SUCCESS
phishing,CVXOPT,False,0.01,0.05,Screening,26,12.22168938,0.94798734,0.98755657,0.95375955,0.80537102,1.60791445,0.01559806,4725,SUCCESS
phishing,CVXOPT,False,0.05,0.0,Baseline,26,52.18778171,0.94708277,0.98794617,0.95241968,0.0,20.19258523,0.0,12675,SUCCESS
phishing,CVXOPT,False,0.05,0.0,Screening,26,52.18777974,0.94708277,0.98794866,0.95241968,0.83519435,2.49638915,0.01990294,6600,SUCCESS
phishing,CVXOPT,False,0.05,0.05,Baseline,26,56.82196729,0.94843962,0.98779116,0.95346939,0.0,13.41971636,0.0,7875,SUCCESS
phishing,CVXOPT,False,0.05,0.05,Screening,26,56.8219657,0.94843962,0.98779033,0.95346939,0.82035336,1.1929605,0.01408529,3425,SUCCESS
phishing,CVXOPT,False,0.1,0.0,Baseline,26,102.77395029,0.93984622,0.98800419,0.94736842,0.0,25.65840626,0.0,15450,SUCCESS
phishing,CVXOPT,False,0.1,0.0,Screening,26,102.77394653,0.93984622,0.98800585,0.94736842,0.83929329,1.91881132,0.01389313,7775,SUCCESS
phishing,CVXOPT,False,0.1,0.05,Baseline,26,112.3358706,0.95070104,0.98780194,0.95578093,0.0,32.72511482,0.0,20000,SUCCESS
phishing,CVXOPT,False,0.1,0.05,Screening,26,112.33584417,0.95070104,0.98780028,0.95578093,0.484947,9.08403587,0.0464437,8275,SUCCESS
phishing,CVXOPT,False,0.01,0.0,Baseline,27,11.08323965,0.94075079,0.98609145,0.94715611,0.0,2.41062927,0.0,1600,SUCCESS
phishing,CVXOPT,False,0.01,0.0,Screening,27,11.08323954,0.94075079,0.98609393,0.94715611,0.8175265,2.22902012,0.03040671,4650,SUCCESS
phishing,CVXOPT,False,0.01,0.05,Baseline,27,11.94659211,0.94165536,0.98595799,0.94862605,0.0,2.49262524,0.0,1425,SUCCESS
phishing,CVXOPT,False,0.01,0.05,Screening,27,11.94659214,0.94165536,0.98595633,0.94862605,0.80805654,1.54900312,0.01504636,4600,SUCCESS
phishing,CVXOPT,False,0.05,0.0,Baseline,27,50.67382896,0.94255993,0.98651088,0.94856217,0.0,6.92340136,0.0,3325,SUCCESS
phishing,CVXOPT,False,0.05,0.0,Screening,27,50.67383083,0.94255993,0.98651088,0.94856217,0.84339223,1.22375607,0.01383495,4400,SUCCESS
phishing,CVXOPT,False,0.05,0.05,Baseline,27,55.27741605,0.94301221,0.98623982,0.94951923,0.0,12.8918891,0.0,7450,SUCCESS
phishing,CVXOPT,False,0.05,0.05,Screening,27,55.27741677,0.94301221,0.98624811,0.94951923,0.83024735,1.11163497,0.0143292,3225,SUCCESS
phishing,CVXOPT,False,0.1,0.0,Baseline,27,99.72320277,0.9434645,0.98649265,0.94953573,0.0,13.29253817,0.0,7975,SUCCESS
phishing,CVXOPT,False,0.1,0.0,Screening,27,99.72320309,0.9434645,0.98649182,0.94953573,0.84367491,1.55730414,0.02427292,6050,SUCCESS
phishing,CVXOPT,False,0.1,0.05,Baseline,27,109.12645706,0.94255993,0.98636582,0.94917967,0.0,12.30619287,0.0,7700,SUCCESS
phishing,CVXOPT,False,0.1,0.05,Screening,27,109.12645513,0.94255993,0.9863708,0.94917967,0.83151943,1.82290697,0.02788782,3375,SUCCESS
phishing,CVXOPT,False,0.01,0.0,Baseline,28,11.11181146,0.94255993,0.98750725,0.94934184,0.0,4.40446734,0.0,3025,SUCCESS
phishing,CVXOPT,False,0.01,0.0,Screening,28,11.11181149,0.94255993,0.9875056,0.94934184,0.82035336,1.638834,0.01430488,5675,SUCCESS
phishing,CVXOPT,False,0.01,0.05,Baseline,28,11.97704669,0.94301221,0.98750725,0.94939759,0.0,4.41303396,0.0,1700,SUCCESS
phishing,CVXOPT,False,0.01,0.05,Screening,28,11.97704656,0.94301221,0.98750808,0.94939759,0.8069258,1.14987993,0.0145793,2975,SUCCESS
phishing,CVXOPT,False,0.05,0.0,Baseline,28,50.88789917,0.93984622,0.98740778,0.94769957,0.0,4.52441216,0.0,3100,SUCCESS
phishing,CVXOPT,False,0.05,0.0,Screening,28,50.88789885,0.93984622,0.98740778,0.94769957,0.83787986,2.48716474,0.01763844,5750,SUCCESS
phishing,CVXOPT,False,0.05,0.05,Baseline,28,55.46928045,0.94301221,0.98737214,0.9498008,0.0,16.57680202,0.0,9900,SUCCESS
phishing,CVXOPT,False,0.05,0.05,Screening,28,55.46927989,0.94301221,0.98737297,0.9498008,0.82742049,1.39672089,0.01440978,4425,SUCCESS
phishing,CVXOPT,False,0.1,0.0,Baseline,28,100.18680295,0.9375848,0.9875172,0.94583987,0.0,26.17870307,0.0,15300,SUCCESS
phishing,CVXOPT,False,0.1,0.0,Screening,28,100.18680318,0.9375848,0.98750642,0.94583987,0.84127208,1.35733914,0.01644015,4925,SUCCESS
phishing,CVXOPT,False,0.1,0.05,Baseline,28,109.54583353,0.94301221,0.98722956,0.94911147,0.0,9.21377563,0.0,4875,SUCCESS
phishing,CVXOPT,False,0.1,0.05,Screening,28,109.54583203,0.94301221,0.98723205,0.94911147,0.82770318,0.93325901,0.01501465,2350,SUCCESS
phishing,CVXOPT,False,0.01,0.0,Baseline,29,11.09144417,0.93713252,0.98438179,0.94464357,0.0,4.67803955,0.0,2800,SUCCESS
phishing,CVXOPT,False,0.01,0.0,Screening,29,11.09144397,0.93713252,0.9843851,0.94464357,0.81597173,1.92935228,0.03096294,6125,SUCCESS
phishing,CVXOPT,False,0.01,0.05,Baseline,29,11.94567335,0.93532338,0.9840212,0.94314115,0.0,2.42822647,0.0,1575,SUCCESS
phishing,CVXOPT,False,0.01,0.05,Screening,29,11.94567308,0.93532338,0.98402203,0.94314115,0.80607774,1.37103176,0.01680803,3975,SUCCESS
phishing,CVXOPT,False,0.05,0.0,Baseline,29,50.82251445,0.93532338,0.98505902,0.94336634,0.0,21.73375297,0.0,13525,SUCCESS
phishing,CVXOPT,False,0.05,0.0,Screening,29,50.82251479,0.93532338,0.9850698,0.94336634,0.83886926,1.67039061,0.01433182,6475,SUCCESS
phishing,CVXOPT,False,0.05,0.05,Baseline,29,55.39564539,0.9348711,0.98470341,0.94281176,0.0,10.28104806,0.0,5750,SUCCESS
phishing,CVXOPT,False,0.05,0.05,Screening,29,55.39564423,0.9348711,0.98470009,0.94281176,0.82614841,1.24364662,0.02990127,3600,SUCCESS
phishing,CVXOPT,False,0.1,0.0,Baseline,29,100.02454288,0.93532338,0.98511124,0.9430959,0.0,11.30896592,0.0,6650,SUCCESS
phishing,CVXOPT,False,0.1,0.0,Screening,29,100.02453993,0.93532338,0.98510544,0.9430959,0.84127208,1.7136817,0.01395488,6850,SUCCESS
phishing,CVXOPT,False,0.1,0.05,Baseline,29,109.40847053,0.93622795,0.98486422,0.94402541,0.0,14.55302453,0.0,9075,SUCCESS
phishing,CVXOPT,False,0.1,0.05,Screening,29,109.40846863,0.93622795,0.98486091,0.94402541,0.83151943,1.52176547,0.01951718,2775,SUCCESS
phishing,CVXOPT,False,0.01,0.0,Baseline,30,10.7920769,0.93215739,0.98420523,0.94057052,0.0,3.78143311,0.0,2600,SUCCESS
phishing,CVXOPT,False,0.01,0.0,Screening,30,10.79207697,0.93215739,0.9842044,0.94057052,0.82628975,1.14395571,0.01399803,3575,SUCCESS
phishing,CVXOPT,False,0.01,0.05,Baseline,30,11.61696701,0.93668024,0.98400628,0.94363929,0.0,5.07801604,0.0,2075,SUCCESS
phishing,CVXOPT,False,0.01,0.05,Screening,30,11.61696695,0.93668024,0.9840038,0.94363929,0.81286219,1.23783684,0.01490283,3575,SUCCESS
phishing,CVXOPT,False,0.05,0.0,Baseline,30,49.38714255,0.93532338,0.98494214,0.94345591,0.0,14.3864572,0.0,8850,SUCCESS
phishing,CVXOPT,False,0.05,0.0,Screening,30,49.3871424,0.93532338,0.98494629,0.94345591,0.84777385,1.69348145,0.0137763,7050,SUCCESS
phishing,CVXOPT,False,0.05,0.05,Baseline,30,53.82088313,0.93396653,0.98459482,0.94210944,0.0,8.52976179,0.0,4550,SUCCESS
phishing,CVXOPT,False,0.05,0.05,Screening,30,53.82088252,0.93396653,0.98460725,0.94210944,0.83561837,1.10519814,0.01450682,3175,SUCCESS
phishing,CVXOPT,False,0.1,0.0,Baseline,30,97.14056951,0.94029851,0.98518833,0.94736842,0.0,24.18253756,0.0,14525,SUCCESS
phishing,CVXOPT,False,0.1,0.0,Screening,30,97.14057172,0.94029851,0.98518419,0.94736842,0.84749117,1.22179341,0.01440525,4425,SUCCESS
phishing,CVXOPT,False,0.1,0.05,Baseline,30,106.3031172,0.93577567,0.98466528,0.94378464,0.0,12.24721289,0.0,7175,SUCCESS
phishing,CVXOPT,False,0.1,0.05,Screening,30,106.30311624,0.93577567,0.98466611,0.94378464,0.83717314,0.962538,0.01390171,2725,SUCCESS
phishing,CVXOPT,True,0.01,0.0,Baseline,1,11.22361344,0.94075079,0.98538106,0.94689907,0.0,5.017802,0.0,2375,SUCCESS
phishing,CVXOPT,True,0.01,0.0,Screening,1,11.22361354,0.94075079,0.98537525,0.94689907,0.81724382,1.54834318,0.01439738,5150,SUCCESS
phishing,CVXOPT,True,0.01,0.05,Baseline,1,12.08046381,0.94391678,0.98530563,0.95,0.0,2.89512753,0.0,1925,SUCCESS
phishing,CVXOPT,True,0.01,0.05,Screening,1,12.08046388,0.94391678,0.98530563,0.95,0.80367491,2.25068784,0.01477385,5050,SUCCESS
phishing,CVXOPT,True,0.05,0.0,Baseline,1,51.65248808,0.94210764,0.98558332,0.94809408,0.0,7.27257442,0.0,5075,SUCCESS
phishing,CVXOPT,True,0.05,0.0,Screening,1,51.65248766,0.94210764,0.98558,0.94809408,0.83759717,1.46046066,0.01398277,5425,SUCCESS
phishing,CVXOPT,True,0.05,0.05,Baseline,1,56.15478936,0.9434645,0.98546644,0.94912495,0.0,9.39878178,0.0,6025,SUCCESS
phishing,CVXOPT,True,0.05,0.05,Screening,1,56.15478686,0.9434645,0.98546727,0.94912495,0.8264311,1.3608315,0.01397514,3775,SUCCESS
phishing,CVXOPT,True,0.1,0.0,Baseline,1,101.81074121,0.9434645,0.98578143,0.94969819,0.0,7.22813749,0.0,4775,SUCCESS
phishing,CVXOPT,True,0.1,0.0,Screening,1,101.81074209,0.9434645,0.98578309,0.94969819,0.84254417,1.45598888,0.01364851,5450,SUCCESS
phishing,CVXOPT,True,0.1,0.05,Baseline,1,111.00877627,0.94436906,0.98563471,0.94997967,0.0,20.44158459,0.0,12100,SUCCESS
phishing,CVXOPT,True,0.1,0.05,Screening,1,111.00877828,0.94436906,0.98563388,0.94997967,0.82939929,1.34297585,0.01405764,4300,SUCCESS
phishing,CVXOPT,True,0.01,0.0,Baseline,2,11.15953939,0.93351425,0.98389521,0.94007338,0.0,2.41364813,0.0,1600,SUCCESS
phishing,CVXOPT,True,0.01,0.0,Screening,2,11.1595393,0.93351425,0.98389438,0.94007338,0.81809187,2.18653274,0.02340555,4400,SUCCESS
phishing,CVXOPT,True,0.01,0.05,Baseline,2,12.01947875,0.93306196,0.98367803,0.93949305,0.0,3.06056833,0.0,2025,SUCCESS
phishing,CVXOPT,True,0.01,0.05,Screening,2,12.01947864,0.93306196,0.98367969,0.93949305,0.8059364,1.50144148,0.01425028,4425,SUCCESS
phishing,CVXOPT,True,0.05,0.0,Baseline,2,51.0970661,0.9348711,0.98409083,0.94193548,0.0,6.42583132,0.0,2975,SUCCESS
phishing,CVXOPT,True,0.05,0.0,Screening,2,51.0970626,0.9348711,0.98409166,0.94193548,0.84141343,1.59377313,0.01512575,6150,SUCCESS
phishing,CVXOPT,True,0.05,0.05,Baseline,2,55.72489896,0.93396653,0.98380485,0.94065041,0.0,8.37808132,0.0,4475,SUCCESS
phishing,CVXOPT,True,0.05,0.05,Screening,2,55.72489654,0.93396653,0.98380485,0.94065041,0.82515901,1.24350953,0.01543474,3600,SUCCESS
phishing,CVXOPT,True,0.1,0.0,Baseline,2,100.54018897,0.93622795,0.98422346,0.94284556,0.0,10.71961474,0.0,6125,SUCCESS
phishing,CVXOPT,True,0.1,0.0,Screening,2,100.54018666,0.93622795,0.98422429,0.94284556,0.84424028,1.61523914,0.0151515,6400,SUCCESS
phishing,CVXOPT,True,0.1,0.05,Baseline,2,110.03879944,0.93577567,0.98394411,0.94237013,0.0,9.5391922,0.0,5350,SUCCESS
phishing,CVXOPT,True,0.1,0.05,Screening,2,110.03879953,0.93577567,0.98394494,0.94237013,0.83194346,1.02120662,0.01384234,2875,SUCCESS
phishing,CVXOPT,True,0.01,0.0,Baseline,3,11.33859426,0.94120308,0.98695643,0.94791667,0.0,8.17194772,0.0,5175,SUCCESS
phishing,CVXOPT,True,0.01,0.0,Screening,3,11.33859448,0.94120308,0.9869556,0.94791667,0.81667845,1.68541431,0.01773572,5650,SUCCESS
phishing,CVXOPT,True,0.01,0.05,Baseline,3,12.19868248,0.94029851,0.98680474,0.94728435,0.0,2.99225211,0.0,2025,SUCCESS
phishing,CVXOPT,True,0.01,0.05,Screening,3,12.1986825,0.94029851,0.98680805,0.94728435,0.8039576,1.25588107,0.01436329,3425,SUCCESS
phishing,CVXOPT,True,0.05,0.0,Baseline,3,52.30689339,0.93622795,0.98720096,0.94353224,0.0,7.70986652,0.0,4900,SUCCESS
phishing,CVXOPT,True,0.05,0.0,Screening,3,52.30689258,0.93622795,0.98720096,0.94353224,0.83561837,1.60416961,0.01384735,5925,SUCCESS
phishing,CVXOPT,True,0.05,0.05,Baseline,3,56.79357874,0.93939394,0.98700451,0.94644285,0.0,7.98080373,0.0,4450,SUCCESS
phishing,CVXOPT,True,0.05,0.05,Screening,3,56.79357681,0.93939394,0.98700202,0.94644285,0.8234629,1.26144218,0.01399684,3800,SUCCESS
phishing,CVXOPT,True,0.1,0.0,Baseline,3,103.12710045,0.94255993,0.98718356,0.94775812,0.0,11.68807936,0.0,6975,SUCCESS
phishing,CVXOPT,True,0.1,0.0,Screening,3,103.12709726,0.94255993,0.98718107,0.94775812,0.84028269,1.50377798,0.01597023,5550,SUCCESS
phishing,CVXOPT,True,0.1,0.05,Baseline,3,112.31431092,0.9434645,0.98711144,0.94891704,0.0,13.03219891,0.0,7725,SUCCESS
phishing,CVXOPT,True,0.1,0.05,Screening,3,112.31431342,0.9434645,0.98710813,0.94891704,0.83095406,1.33778048,0.01389623,2825,SUCCESS
phishing,CVXOPT,True,0.01,0.0,Baseline,4,11.3728117,0.94210764,0.98633805,0.94842869,0.0,3.13492584,0.0,1775,SUCCESS
phishing,CVXOPT,True,0.01,0.0,Screening,4,11.37281152,0.94210764,0.98633474,0.94842869,0.81893993,1.37512398,0.01402569,4425,SUCCESS
phishing,CVXOPT,True,0.01,0.05,Baseline,4,12.23202308,0.94391678,0.98601892,0.94983819,0.0,2.04260445,0.0,1275,SUCCESS
phishing,CVXOPT,True,0.01,0.05,Screening,4,12.23202303,0.94391678,0.98601892,0.94983819,0.80409894,1.96247292,0.02978635,3175,SUCCESS
phishing,CVXOPT,True,0.05,0.0,Baseline,4,52.16262061,0.94436906,0.98675417,0.95050302,0.0,7.30774021,0.0,5225,SUCCESS
phishing,CVXOPT,True,0.05,0.0,Screening,4,52.16261967,0.94436906,0.98675998,0.95050302,0.83943463,2.39507651,0.04032111,5600,SUCCESS
phishing,CVXOPT,True,0.05,0.05,Baseline,4,56.91826655,0.94210764,0.98647814,0.94800975,0.0,5.91473556,0.0,4125,SUCCESS
phishing,CVXOPT,True,0.05,0.05,Screening,4,56.91826542,0.94210764,0.98647731,0.94800975,0.8244523,1.0498333,0.013937,2850,SUCCESS
phishing,CVXOPT,True,0.1,0.0,Baseline,4,102.60000072,0.93894166,0.9869755,0.94428395,0.0,10.10403562,0.0,6425,SUCCESS
