Dataset,Solver,WarmStart,C,Rho,Method,Seed,Objective,Accuracy,AUC,F1,ScreeningRate,Time,ScreenTime,Iterations,Status
svmguide1,CVXOPT,False,0.1,0.05,Baseline,9,84.4046516,0.84627832,0.93611239,0.87383798,0.0,0.37610149,0.0,1075,SUCCESS
svmguide1,CVXOPT,False,0.1,0.05,Screening,9,84.40465104,0.84627832,0.93611239,0.87383798,0.55769231,0.1914463,0.00410676,750,SUCCESS
svmguide1,CVXOPT,False,0.01,0.0,Baseline,10,9.14344269,0.82686084,0.93102064,0.8771527,0.0,0.23972034,0.0,1125,SUCCESS
svmguide1,CVXOPT,False,0.01,0.0,Screening,10,9.14344272,0.82686084,0.93102064,0.8771527,0.48076923,0.15635705,0.00258064,1000,SUCCESS
svmguide1,CVXOPT,False,0.01,0.05,Baseline,10,9.86476088,0.82847896,0.92889908,0.87816092,0.0,0.10443211,0.0,375,SUCCESS
svmguide1,CVXOPT,False,0.01,0.05,Screening,10,9.86481064,0.82847896,0.92923165,0.87788018,0.45394737,0.06299829,0.00263667,200,SUCCESS
svmguide1,CVXOPT,False,0.05,0.0,Baseline,10,39.78819672,0.85275081,0.93548165,0.88639201,0.0,0.73974133,0.0,2350,SUCCESS
svmguide1,CVXOPT,False,0.05,0.0,Screening,10,39.78819683,0.85275081,0.93548165,0.88639201,0.56882591,0.13159752,0.00256753,900,SUCCESS
svmguide1,CVXOPT,False,0.05,0.05,Baseline,10,44.42723601,0.85760518,0.9337156,0.89,0.0,0.71016383,0.0,3325,SUCCESS
svmguide1,CVXOPT,False,0.05,0.05,Screening,10,44.42723569,0.85760518,0.9337156,0.89,0.52935223,0.14212894,0.0025444,900,SUCCESS
svmguide1,CVXOPT,False,0.1,0.0,Baseline,10,76.72047326,0.85598706,0.93520642,0.88805031,0.0,0.51593399,0.0,2475,SUCCESS
svmguide1,CVXOPT,False,0.1,0.0,Screening,10,76.72047221,0.85598706,0.93520642,0.88805031,0.59311741,0.12311816,0.00311875,700,SUCCESS
svmguide1,CVXOPT,False,0.1,0.05,Baseline,10,86.79515865,0.85598706,0.93508028,0.88971499,0.0,0.64082575,0.0,1900,SUCCESS
svmguide1,CVXOPT,False,0.1,0.05,Screening,10,86.79515781,0.85598706,0.93508028,0.88971499,0.54706478,0.13951159,0.00259352,925,SUCCESS
svmguide1,CVXOPT,False,0.01,0.0,Baseline,11,8.99360274,0.84304207,0.94475917,0.88786127,0.0,0.57785487,0.0,2850,SUCCESS
svmguide1,CVXOPT,False,0.01,0.0,Screening,11,8.99363291,0.84304207,0.94483945,0.88786127,0.48684211,0.05930233,0.00265336,200,SUCCESS
svmguide1,CVXOPT,False,0.01,0.05,Baseline,11,9.72775051,0.85436893,0.94275229,0.89361702,0.0,0.16778398,0.0,450,SUCCESS
svmguide1,CVXOPT,False,0.01,0.05,Screening,11,9.72776909,0.85436893,0.94264908,0.89361702,0.45799595,0.08339167,0.00267649,250,SUCCESS
svmguide1,CVXOPT,False,0.05,0.0,Baseline,11,38.80775891,0.88673139,0.95087156,0.91183879,0.0,0.16967297,0.0,725,SUCCESS
svmguide1,CVXOPT,False,0.05,0.0,Screening,11,38.80775899,0.88673139,0.95087156,0.91183879,0.57995951,0.1212554,0.00252962,825,SUCCESS
svmguide1,CVXOPT,False,0.05,0.05,Baseline,11,43.42703946,0.88349515,0.9509289,0.90954774,0.0,1.89438295,0.0,8900,SUCCESS
svmguide1,CVXOPT,False,0.05,0.05,Screening,11,43.42703858,0.88349515,0.9509289,0.90954774,0.53694332,0.20867252,0.00424528,775,SUCCESS
svmguide1,CVXOPT,False,0.1,0.0,Baseline,11,74.67250952,0.88187702,0.95142202,0.90976514,0.0,0.32119918,0.0,1525,SUCCESS
svmguide1,CVXOPT,False,0.1,0.0,Screening,11,74.67297243,0.88187702,0.95135321,0.90976514,0.60374494,0.03751016,0.00248432,0,SUCCESS
svmguide1,CVXOPT,False,0.1,0.05,Baseline,11,84.64389022,0.88834951,0.95163991,0.91232529,0.0,1.08952951,0.0,5250,SUCCESS
svmguide1,CVXOPT,False,0.1,0.05,Screening,11,84.64427804,0.88511327,0.95159404,0.91001267,0.55718623,0.06083536,0.00246763,200,SUCCESS
svmguide1,CVXOPT,False,0.01,0.0,Baseline,12,9.06191229,0.85275081,0.93436927,0.88227684,0.0,0.3876102,0.0,1150,SUCCESS
svmguide1,CVXOPT,False,0.01,0.0,Screening,12,9.06199634,0.85113269,0.93426606,0.8814433,0.48431174,0.10771132,0.00816321,175,SUCCESS
svmguide1,CVXOPT,False,0.01,0.05,Baseline,12,9.8002834,0.84304207,0.93065367,0.87386216,0.0,0.14712,0.0,600,SUCCESS
svmguide1,CVXOPT,False,0.01,0.05,Screening,12,9.80028341,0.84304207,0.93065367,0.87386216,0.45647773,0.13464379,0.0028801,650,SUCCESS
svmguide1,CVXOPT,False,0.05,0.0,Baseline,12,39.01079927,0.87378641,0.94103211,0.90322581,0.0,1.20853519,0.0,5950,SUCCESS
svmguide1,CVXOPT,False,0.05,0.0,Screening,12,39.0109249,0.87378641,0.94110092,0.90322581,0.57540486,0.04031324,0.00290251,0,SUCCESS
svmguide1,CVXOPT,False,0.05,0.05,Baseline,12,43.76805942,0.86731392,0.94,0.8956743,0.0,0.25594926,0.0,600,SUCCESS
svmguide1,CVXOPT,False,0.05,0.05,Screening,12,43.76813901,0.86731392,0.94011468,0.8956743,0.53441296,0.06716561,0.00408697,25,SUCCESS
svmguide1,CVXOPT,False,0.1,0.0,Baseline,12,74.9598349,0.86731392,0.9418578,0.89800995,0.0,0.41651845,0.0,2075,SUCCESS
svmguide1,CVXOPT,False,0.1,0.0,Screening,12,74.95983461,0.86731392,0.9418578,0.89800995,0.6007085,0.12158298,0.00248742,825,SUCCESS
svmguide1,CVXOPT,False,0.1,0.05,Baseline,12,85.25006311,0.87055016,0.94068807,0.89821883,0.0,0.67299628,0.0,3200,SUCCESS
svmguide1,CVXOPT,False,0.1,0.05,Screening,12,85.25006108,0.87055016,0.94068807,0.89821883,0.55313765,0.11148739,0.00290656,625,SUCCESS
svmguide1,CVXOPT,False,0.01,0.0,Baseline,13,8.97580057,0.83009709,0.92735092,0.87485101,0.0,0.1375885,0.0,575,SUCCESS
svmguide1,CVXOPT,False,0.01,0.0,Screening,13,8.97580057,0.83009709,0.92735092,0.87485101,0.48937247,0.21645617,0.0042851,825,SUCCESS
svmguide1,CVXOPT,False,0.01,0.05,Baseline,13,9.70186224,0.81391586,0.92182339,0.8661234,0.0,0.22564435,0.0,975,SUCCESS
svmguide1,CVXOPT,False,0.01,0.05,Screening,13,9.70186222,0.81391586,0.92182339,0.8661234,0.45951417,0.15446329,0.00253916,900,SUCCESS
svmguide1,CVXOPT,False,0.05,0.0,Baseline,13,38.74042586,0.84304207,0.93529817,0.88383234,0.0,0.21080351,0.0,900,SUCCESS
svmguide1,CVXOPT,False,0.05,0.0,Screening,13,38.74047865,0.84304207,0.93537844,0.88383234,0.57793522,0.05323577,0.002707,175,SUCCESS
svmguide1,CVXOPT,False,0.05,0.05,Baseline,13,43.38604053,0.84142395,0.93385321,0.88361045,0.0,0.16425943,0.0,700,SUCCESS
svmguide1,CVXOPT,False,0.05,0.05,Screening,13,43.3860405,0.84142395,0.93385321,0.88361045,0.54048583,0.19276381,0.00397229,675,SUCCESS
svmguide1,CVXOPT,False,0.1,0.0,Baseline,13,74.38373826,0.84789644,0.93536697,0.88647343,0.0,1.83675432,0.0,6400,SUCCESS
svmguide1,CVXOPT,False,0.1,0.0,Screening,13,74.38373664,0.84789644,0.93536697,0.88647343,0.60323887,0.11389875,0.00261617,825,SUCCESS
svmguide1,CVXOPT,False,0.1,0.05,Baseline,13,84.61045639,0.84951456,0.93590596,0.88727273,0.0,0.54913878,0.0,2550,SUCCESS
svmguide1,CVXOPT,False,0.1,0.05,Screening,13,84.61045607,0.84951456,0.93590596,0.88727273,0.55718623,0.12817311,0.0028789,700,SUCCESS
svmguide1,CVXOPT,False,0.01,0.0,Baseline,14,8.98227069,0.81877023,0.92448394,0.87037037,0.0,0.24794412,0.0,700,SUCCESS
svmguide1,CVXOPT,False,0.01,0.0,Screening,14,8.9823041,0.81877023,0.9243922,0.87037037,0.49392713,0.06482434,0.00379205,0,SUCCESS
svmguide1,CVXOPT,False,0.01,0.05,Baseline,14,9.67052004,0.8171521,0.91915138,0.86936416,0.0,0.15178061,0.0,600,SUCCESS
svmguide1,CVXOPT,False,0.01,0.05,Screening,14,9.67052001,0.8171521,0.91915138,0.86936416,0.46609312,0.13643217,0.00268936,750,SUCCESS
svmguide1,CVXOPT,False,0.05,0.0,Baseline,14,39.14434247,0.84789644,0.93411697,0.8825,0.0,0.12892437,0.0,550,SUCCESS
svmguide1,CVXOPT,False,0.05,0.0,Screening,14,39.14434951,0.84789644,0.93425459,0.8825,0.576417,0.05317187,0.00272107,175,SUCCESS
svmguide1,CVXOPT,False,0.05,0.05,Baseline,14,43.66823831,0.82686084,0.93232798,0.87307236,0.0,0.39415145,0.0,1800,SUCCESS
svmguide1,CVXOPT,False,0.05,0.05,Screening,14,43.66836475,0.82686084,0.93245413,0.87307236,0.53846154,0.08645034,0.00409937,150,SUCCESS
svmguide1,CVXOPT,False,0.1,0.0,Baseline,14,75.46173911,0.85113269,0.93485092,0.88442211,0.0,0.43842363,0.0,2125,SUCCESS
svmguide1,CVXOPT,False,0.1,0.0,Screening,14,75.46173829,0.85113269,0.93485092,0.88442211,0.59969636,0.10566783,0.00271535,650,SUCCESS
svmguide1,CVXOPT,False,0.1,0.05,Baseline,14,85.28706177,0.83009709,0.93324541,0.87632509,0.0,0.61456132,0.0,2900,SUCCESS
svmguide1,CVXOPT,False,0.1,0.05,Screening,14,85.28706129,0.83009709,0.93324541,0.87632509,0.55212551,0.12775517,0.00265455,750,SUCCESS
svmguide1,CVXOPT,False,0.01,0.0,Baseline,15,8.96190453,0.80420712,0.9053211,0.85847953,0.0,0.20036507,0.0,725,SUCCESS
svmguide1,CVXOPT,False,0.01,0.0,Screening,15,8.96190439,0.80420712,0.90533257,0.85847953,0.49190283,0.17630076,0.00387573,575,SUCCESS
svmguide1,CVXOPT,False,0.01,0.05,Baseline,15,9.67197331,0.80097087,0.89979358,0.86006826,0.0,0.11381745,0.0,450,SUCCESS
svmguide1,CVXOPT,False,0.01,0.05,Screening,15,9.67197328,0.80097087,0.89979358,0.86006826,0.46305668,0.15354013,0.00283217,750,SUCCESS
svmguide1,CVXOPT,False,0.05,0.0,Baseline,15,38.81389287,0.82524272,0.91321101,0.86797066,0.0,0.21925306,0.0,1025,SUCCESS
svmguide1,CVXOPT,False,0.05,0.0,Screening,15,38.81389308,0.82524272,0.91321101,0.86797066,0.57742915,0.12184453,0.00249577,850,SUCCESS
svmguide1,CVXOPT,False,0.05,0.05,Baseline,15,43.44022623,0.81391586,0.91237385,0.86325803,0.0,0.58673215,0.0,1700,SUCCESS
svmguide1,CVXOPT,False,0.05,0.05,Screening,15,43.44022582,0.81391586,0.91237385,0.86325803,0.54048583,0.17973614,0.00423574,600,SUCCESS
svmguide1,CVXOPT,False,0.1,0.0,Baseline,15,74.6713506,0.82686084,0.91420872,0.86806412,0.0,1.77608323,0.0,8925,SUCCESS
svmguide1,CVXOPT,False,0.1,0.0,Screening,15,74.67135093,0.82686084,0.91420872,0.86806412,0.60172065,0.11989093,0.00266194,775,SUCCESS
svmguide1,CVXOPT,False,0.1,0.05,Baseline,15,84.71359199,0.82038835,0.91341743,0.86610374,0.0,0.8972137,0.0,4225,SUCCESS
svmguide1,CVXOPT,False,0.1,0.05,Screening,15,84.71359153,0.82038835,0.91341743,0.86610374,0.55617409,0.2137816,0.00378585,875,SUCCESS
svmguide1,CVXOPT,False,0.01,0.0,Baseline,16,9.01854158,0.8381877,0.93165138,0.88066826,0.0,0.17963243,0.0,475,SUCCESS
svmguide1,CVXOPT,False,0.01,0.0,Screening,16,9.01854156,0.8381877,0.93165138,0.88066826,0.48836032,0.33132744,0.00273585,2650,SUCCESS
svmguide1,CVXOPT,False,0.01,0.05,Baseline,16,9.74073731,0.82038835,0.93042431,0.87226697,0.0,0.48008418,0.0,2150,SUCCESS
svmguide1,CVXOPT,False,0.01,0.05,Screening,16,9.7407373,0.82038835,0.93042431,0.87226697,0.45850202,0.29342675,0.00271416,2000,SUCCESS
svmguide1,CVXOPT,False,0.05,0.0,Baseline,16,38.81382342,0.8592233,0.93474771,0.89219331,0.0,0.78989077,0.0,3900,SUCCESS
svmguide1,CVXOPT,False,0.05,0.0,Screening,16,38.81403141,0.8592233,0.9347133,0.89219331,0.57793522,0.05181932,0.00245786,150,SUCCESS
svmguide1,CVXOPT,False,0.05,0.05,Baseline,16,43.53615713,0.85760518,0.93567661,0.89108911,0.0,3.5046227,0.0,11125,SUCCESS
svmguide1,CVXOPT,False,0.05,0.05,Screening,16,43.53615714,0.85760518,0.93566514,0.89108911,0.53694332,0.13962412,0.00261211,900,SUCCESS
svmguide1,CVXOPT,False,0.1,0.0,Baseline,16,74.55699725,0.85598706,0.93373853,0.88971499,0.0,1.85378861,0.0,9100,SUCCESS
svmguide1,CVXOPT,False,0.1,0.0,Screening,16,74.55699689,0.85598706,0.93373853,0.88971499,0.60323887,0.1323638,0.0027926,1000,SUCCESS
svmguide1,CVXOPT,False,0.1,0.05,Baseline,16,84.79040339,0.86245955,0.93524083,0.89519112,0.0,0.54894042,0.0,2475,SUCCESS
svmguide1,CVXOPT,False,0.1,0.05,Screening,16,84.79040268,0.86245955,0.93525229,0.89519112,0.55566802,0.2268858,0.00428033,925,SUCCESS
svmguide1,CVXOPT,False,0.01,0.0,Baseline,17,8.99409444,0.83656958,0.92509174,0.87961859,0.0,0.32671952,0.0,1525,SUCCESS
svmguide1,CVXOPT,False,0.01,0.0,Screening,17,8.9940944,0.83656958,0.92509174,0.87961859,0.4888664,0.1439383,0.00335622,850,SUCCESS
svmguide1,CVXOPT,False,0.01,0.05,Baseline,17,9.70563756,0.83656958,0.92178899,0.87904192,0.0,0.1338613,0.0,475,SUCCESS
svmguide1,CVXOPT,False,0.01,0.05,Screening,17,9.70565705,0.83656958,0.92186927,0.87904192,0.46153846,0.04150152,0.00273728,0,SUCCESS
svmguide1,CVXOPT,False,0.05,0.0,Baseline,17,39.00395984,0.87702265,0.93441514,0.90180879,0.0,0.77858305,0.0,2425,SUCCESS
svmguide1,CVXOPT,False,0.05,0.0,Screening,17,39.00395887,0.87702265,0.93441514,0.90180879,0.57742915,0.16016531,0.00366116,625,SUCCESS
svmguide1,CVXOPT,False,0.05,0.05,Baseline,17,43.56351955,0.87216828,0.93147936,0.90037831,0.0,0.4094274,0.0,1900,SUCCESS
svmguide1,CVXOPT,False,0.05,0.05,Screening,17,43.56351947,0.87216828,0.93147936,0.90037831,0.53643725,0.15974998,0.0027976,1075,SUCCESS
svmguide1,CVXOPT,False,0.1,0.0,Baseline,17,75.13141813,0.84627832,0.93473624,0.8864994,0.0,0.59102225,0.0,2875,SUCCESS
svmguide1,CVXOPT,False,0.1,0.0,Screening,17,75.13141764,0.84627832,0.93473624,0.8864994,0.60172065,0.1295073,0.00352669,825,SUCCESS
svmguide1,CVXOPT,False,0.1,0.05,Baseline,17,85.00322282,0.84627832,0.93324541,0.88676996,0.0,1.70073414,0.0,5075,SUCCESS
svmguide1,CVXOPT,False,0.1,0.05,Screening,17,85.0034398,0.84627832,0.93319954,0.88676996,0.5541498,0.07639503,0.0026772,225,SUCCESS
svmguide1,CVXOPT,False,0.01,0.0,Baseline,18,9.08020496,0.83495146,0.93154817,0.87710843,0.0,0.15821886,0.0,675,SUCCESS
svmguide1,CVXOPT,False,0.01,0.0,Screening,18,9.08022454,0.83495146,0.93163991,0.87710843,0.48582996,0.06984687,0.00297642,200,SUCCESS
svmguide1,CVXOPT,False,0.01,0.05,Baseline,18,9.79873736,0.84789644,0.92909404,0.87696335,0.0,0.15416145,0.0,625,SUCCESS
svmguide1,CVXOPT,False,0.01,0.05,Screening,18,9.79876828,0.84627832,0.92909404,0.87282463,0.4534413,0.04310012,0.00277305,0,SUCCESS
svmguide1,CVXOPT,False,0.05,0.0,Baseline,18,39.36874217,0.87540453,0.93990826,0.90410959,0.0,0.49618483,0.0,1450,SUCCESS
svmguide1,CVXOPT,False,0.05,0.0,Screening,18,39.36912572,0.87378641,0.93975917,0.90298507,0.57287449,0.07922602,0.00535774,100,SUCCESS
svmguide1,CVXOPT,False,0.05,0.05,Baseline,18,44.06321032,0.8592233,0.9378555,0.89325153,0.0,0.28891253,0.0,1250,SUCCESS
svmguide1,CVXOPT,False,0.05,0.05,Screening,18,44.06321017,0.8592233,0.9378555,0.89325153,0.53238866,0.15056276,0.00270438,950,SUCCESS
svmguide1,CVXOPT,False,0.1,0.0,Baseline,18,75.77038564,0.87540453,0.94004587,0.90191083,0.0,1.43528008,0.0,7050,SUCCESS
svmguide1,CVXOPT,False,0.1,0.0,Screening,18,75.77038581,0.87540453,0.94004587,0.90191083,0.59665992,0.11577535,0.00259185,825,SUCCESS
svmguide1,CVXOPT,False,0.1,0.05,Baseline,18,85.94966252,0.87055016,0.93951835,0.90049751,0.0,0.85840845,0.0,3250,SUCCESS
svmguide1,CVXOPT,False,0.1,0.05,Screening,18,85.94966223,0.87055016,0.93951835,0.90049751,0.55111336,0.21784735,0.00403357,850,SUCCESS
svmguide1,CVXOPT,False,0.01,0.0,Baseline,19,8.83431856,0.8171521,0.90917431,0.85190039,0.0,0.34546185,0.0,1600,SUCCESS
svmguide1,CVXOPT,False,0.01,0.0,Screening,19,8.83438279,0.8171521,0.90918578,0.85190039,0.49949393,0.03954315,0.00253153,0,SUCCESS
svmguide1,CVXOPT,False,0.01,0.05,Baseline,19,9.54746881,0.81553398,0.90412844,0.84880637,0.0,0.25426221,0.0,1125,SUCCESS
svmguide1,CVXOPT,False,0.01,0.05,Screening,19,9.54749222,0.81553398,0.9043578,0.84880637,0.46609312,0.07271791,0.00269198,225,SUCCESS
svmguide1,CVXOPT,False,0.05,0.0,Baseline,19,37.99115845,0.84951456,0.92043578,0.88588957,0.0,0.24535084,0.0,700,SUCCESS
svmguide1,CVXOPT,False,0.05,0.0,Screening,19,37.99127593,0.84951456,0.92036697,0.88588957,0.58653846,0.06234765,0.00419235,0,SUCCESS
svmguide1,CVXOPT,False,0.05,0.05,Baseline,19,42.6005136,0.84304207,0.91630734,0.87798742,0.0,0.79815888,0.0,3725,SUCCESS
svmguide1,CVXOPT,False,0.05,0.05,Screening,19,42.60051363,0.84304207,0.91630734,0.87798742,0.54605263,0.12162495,0.00267243,700,SUCCESS
svmguide1,CVXOPT,False,0.1,0.0,Baseline,19,73.00768394,0.83333333,0.92178899,0.86500655,0.0,0.98652244,0.0,4950,SUCCESS
svmguide1,CVXOPT,False,0.1,0.0,Screening,19,73.00779761,0.83333333,0.92174312,0.86500655,0.61133603,0.06794,0.00424957,0,SUCCESS
svmguide1,CVXOPT,False,0.1,0.05,Baseline,19,82.9279468,0.83333333,0.91978211,0.86571056,0.0,0.65246654,0.0,1925,SUCCESS
svmguide1,CVXOPT,False,0.1,0.05,Screening,19,82.92794489,0.83333333,0.91978211,0.86571056,0.56477733,0.11890793,0.00255322,650,SUCCESS
svmguide1,CVXOPT,False,0.01,0.0,Baseline,20,8.97802316,0.83980583,0.92472477,0.88057901,0.0,0.54237032,0.0,2625,SUCCESS
svmguide1,CVXOPT,False,0.01,0.0,Screening,20,8.97811968,0.83980583,0.92446101,0.88057901,0.48987854,0.03978372,0.00252676,0,SUCCESS
svmguide1,CVXOPT,False,0.01,0.05,Baseline,20,9.68631065,0.83171521,0.92230505,0.87559809,0.0,0.12990403,0.0,475,SUCCESS
svmguide1,CVXOPT,False,0.01,0.05,Screening,20,9.68634732,0.83171521,0.92227064,0.87559809,0.46002024,0.06758094,0.0027597,175,SUCCESS
svmguide1,CVXOPT,False,0.05,0.0,Baseline,20,39.1379743,0.87055016,0.93080275,0.90049751,0.0,1.18525624,0.0,3700,SUCCESS
svmguide1,CVXOPT,False,0.05,0.0,Screening,20,39.13797457,0.87055016,0.93080275,0.90049751,0.57540486,0.20146084,0.00434613,900,SUCCESS
svmguide1,CVXOPT,False,0.05,0.05,Baseline,20,43.56552306,0.85275081,0.93027523,0.88915956,0.0,0.45102429,0.0,2050,SUCCESS
svmguide1,CVXOPT,False,0.05,0.05,Screening,20,43.56552284,0.85275081,0.93027523,0.88915956,0.53795547,0.12100458,0.00258183,650,SUCCESS
svmguide1,CVXOPT,False,0.1,0.0,Baseline,20,75.47402407,0.86893204,0.93224771,0.89836888,0.0,0.38888359,0.0,1850,SUCCESS
svmguide1,CVXOPT,False,0.1,0.0,Screening,20,75.47402348,0.86893204,0.93224771,0.89836888,0.59969636,0.18183446,0.00439835,775,SUCCESS
svmguide1,CVXOPT,False,0.1,0.05,Baseline,20,85.15423815,0.85598706,0.93048165,0.89106487,0.0,1.19811749,0.0,5750,SUCCESS
svmguide1,CVXOPT,False,0.1,0.05,Screening,20,85.15456418,0.85598706,0.93050459,0.89106487,0.55617409,0.0586729,0.00252223,200,SUCCESS
svmguide1,CVXOPT,False,0.01,0.0,Baseline,21,9.06691649,0.84142395,0.93186927,0.87206266,0.0,0.1674211,0.0,750,SUCCESS
svmguide1,CVXOPT,False,0.01,0.0,Screening,21,9.06694059,0.84142395,0.93184633,0.87206266,0.48684211,0.06315541,0.00255203,250,SUCCESS
svmguide1,CVXOPT,False,0.01,0.05,Baseline,21,9.78231602,0.83009709,0.92876147,0.87776484,0.0,0.22778964,0.0,600,SUCCESS
svmguide1,CVXOPT,False,0.01,0.05,Screening,21,9.78231604,0.83009709,0.92876147,0.87776484,0.45850202,0.25492644,0.00393748,925,SUCCESS
svmguide1,CVXOPT,False,0.05,0.0,Baseline,21,39.49892474,0.8592233,0.93974771,0.89056604,0.0,0.4487617,0.0,2200,SUCCESS
svmguide1,CVXOPT,False,0.05,0.0,Screening,21,39.49903291,0.8592233,0.93973624,0.89056604,0.57236842,0.0409565,0.00265193,25,SUCCESS
svmguide1,CVXOPT,False,0.05,0.05,Baseline,21,44.03408494,0.86407767,0.9383945,0.89473684,0.0,0.30304337,0.0,1400,SUCCESS
svmguide1,CVXOPT,False,0.05,0.05,Screening,21,44.03408498,0.86407767,0.9383945,0.89473684,0.53289474,0.15507245,0.00317407,925,SUCCESS
svmguide1,CVXOPT,False,0.1,0.0,Baseline,21,76.22928447,0.86084142,0.94022936,0.89330025,0.0,1.10996342,0.0,3575,SUCCESS
svmguide1,CVXOPT,False,0.1,0.0,Screening,21,76.22928416,0.86084142,0.94022936,0.89330025,0.59716599,0.1702559,0.00417662,600,SUCCESS
svmguide1,CVXOPT,False,0.1,0.05,Baseline,21,86.05292989,0.86407767,0.94008028,0.8960396,0.0,0.90820217,0.0,4350,SUCCESS
svmguide1,CVXOPT,False,0.1,0.05,Screening,21,86.05292919,0.86407767,0.94008028,0.8960396,0.55010121,0.1894989,0.00294161,1475,SUCCESS
svmguide1,CVXOPT,False,0.01,0.0,Baseline,22,8.93982187,0.82524272,0.91261468,0.85900783,0.0,0.15784407,0.0,700,SUCCESS
svmguide1,CVXOPT,False,0.01,0.0,Screening,22,8.93984181,0.82524272,0.91266055,0.85900783,0.49342105,0.05803275,0.00263023,200,SUCCESS
svmguide1,CVXOPT,False,0.01,0.05,Baseline,22,9.64611962,0.80582524,0.9087156,0.85576923,0.0,0.12022066,0.0,475,SUCCESS
svmguide1,CVXOPT,False,0.01,0.05,Screening,22,9.64615448,0.80582524,0.90856651,0.85576923,0.46002024,0.09586477,0.00418425,175,SUCCESS
svmguide1,CVXOPT,False,0.05,0.0,Baseline,22,38.73997817,0.83656958,0.92571101,0.87637699,0.0,0.50918555,0.0,2525,SUCCESS
svmguide1,CVXOPT,False,0.05,0.0,Screening,22,38.74004392,0.8381877,0.92563073,0.87775061,0.57945344,0.05602574,0.00272059,175,SUCCESS
svmguide1,CVXOPT,False,0.05,0.05,Baseline,22,43.30965107,0.84142395,0.92079128,0.87531807,0.0,0.39365959,0.0,1575,SUCCESS
svmguide1,CVXOPT,False,0.05,0.05,Screening,22,43.31019209,0.84142395,0.92083716,0.87531807,0.5409919,0.06537008,0.00278258,175,SUCCESS
svmguide1,CVXOPT,False,0.1,0.0,Baseline,22,74.53472619,0.84466019,0.92837156,0.8817734,0.0,1.4248805,0.0,7025,SUCCESS
svmguide1,CVXOPT,False,0.1,0.0,Screening,22,74.53554215,0.84466019,0.92849771,0.8817734,0.60323887,0.07744932,0.00440669,150,SUCCESS
svmguide1,CVXOPT,False,0.1,0.05,Baseline,22,84.48748638,0.83495146,0.92261468,0.87376238,0.0,1.39862061,0.0,4375,SUCCESS
svmguide1,CVXOPT,False,0.1,0.05,Screening,22,84.48804031,0.83656958,0.92256881,0.87484511,0.55718623,0.05323005,0.00259089,150,SUCCESS
svmguide1,CVXOPT,False,0.01,0.0,Baseline,23,9.16270925,0.86731392,0.93885321,0.89646465,0.0,0.28131986,0.0,1250,SUCCESS
svmguide1,CVXOPT,False,0.01,0.0,Screening,23,9.1627092,0.86731392,0.93886468,0.89646465,0.47925101,0.11402822,0.00260592,600,SUCCESS
svmguide1,CVXOPT,False,0.01,0.05,Baseline,23,9.89972452,0.84789644,0.93650229,0.88480392,0.0,0.13677979,0.0,575,SUCCESS
svmguide1,CVXOPT,False,0.01,0.05,Screening,23,9.89972451,0.84789644,0.93650229,0.88480392,0.44888664,0.23958063,0.00394726,850,SUCCESS
svmguide1,CVXOPT,False,0.05,0.0,Baseline,23,39.58853941,0.87055016,0.93981651,0.89690722,0.0,2.6012969,0.0,11650,SUCCESS
svmguide1,CVXOPT,False,0.05,0.0,Screening,23,39.58853965,0.87055016,0.93981651,0.89690722,0.56983806,0.18007517,0.00275016,1425,SUCCESS
svmguide1,CVXOPT,False,0.05,0.05,Baseline,23,44.36808632,0.87378641,0.94283257,0.89896373,0.0,0.27703834,0.0,1250,SUCCESS
svmguide1,CVXOPT,False,0.05,0.05,Screening,23,44.36808576,0.87378641,0.94283257,0.89896373,0.52732794,0.12108207,0.0027678,675,SUCCESS
svmguide1,CVXOPT,False,0.1,0.0,Baseline,23,76.16026282,0.87055016,0.93963303,0.90049751,0.0,0.81513095,0.0,4100,SUCCESS
svmguide1,CVXOPT,False,0.1,0.0,Screening,23,76.16026199,0.87055016,0.93963303,0.90049751,0.59564777,0.17178655,0.00391102,800,SUCCESS
svmguide1,CVXOPT,False,0.1,0.05,Baseline,23,86.49697577,0.87864078,0.94236239,0.90518331,0.0,1.14606214,0.0,3975,SUCCESS
svmguide1,CVXOPT,False,0.1,0.05,Screening,23,86.49697532,0.87864078,0.94236239,0.90518331,0.54757085,0.13240862,0.0026412,825,SUCCESS
svmguide1,CVXOPT,False,0.01,0.0,Baseline,24,9.18039246,0.85598706,0.94922018,0.89566237,0.0,0.14264989,0.0,600,SUCCESS
svmguide1,CVXOPT,False,0.01,0.0,Screening,24,9.1803924,0.85598706,0.94922018,0.89566237,0.48279352,0.14112473,0.00256181,875,SUCCESS
svmguide1,CVXOPT,False,0.01,0.05,Baseline,24,9.90129272,0.85598706,0.94723624,0.89614936,0.0,0.1109128,0.0,450,SUCCESS
svmguide1,CVXOPT,False,0.01,0.05,Screening,24,9.90129265,0.85598706,0.94723624,0.89614936,0.45293522,0.22718263,0.00545502,750,SUCCESS
svmguide1,CVXOPT,False,0.05,0.0,Baseline,24,39.94471713,0.88834951,0.95411697,0.91342535,0.0,0.28843784,0.0,1375,SUCCESS
svmguide1,CVXOPT,False,0.05,0.0,Screening,24,39.94471708,0.88834951,0.95411697,0.91342535,0.56730769,0.12527561,0.00255108,900,SUCCESS
